,Unnamed: 0,author,date,section,word_count,abstract,headline,source
43,43,,"Aug 8, 2012",Opinion,529,"To the person who said 750,000 Pennsylvanians would not be able to vote because of the voter ID law, please, show me this mythical person who can function in American society without owning some form of identification. Frog's take: I don't get it, either. Who doesn't have at least one form of ID? The Republicans are saying that Harry Reid is a liar. Let Mitt [Romney] release the other 10 years of his taxes to prove Harry Reid is a liar. Frog's take: I don't need to see any tax returns to know they are both liars. I happen to like Greg Maresca's columns. If this person doesn't like what he writes about, just don't read it. It is as simple as that. Keep up the good work, Greg.","Sound Off: Wednesday August 8, 2012",The News - Item
44,44,"KRAWCZENIUK, BORYS","Aug 6, 2011",News,362,"Halfway through their first year as congressmen, U.S. Reps. Lou Barletta and Tom Marino have voted faithfully for the key elements of a Republican-led House agenda aimed at cutting federalA summary of the House Republican legislation backed by U.S. Reps. Lou Barletta and Tom Marino halfway through their first year in office. - End federal funding for National Public Radio, whose ""Morning Edition,"" ""All Things Considered"" and other programs air on stations such as WVIA-FM, the local public broadcasting affiliate.","Day One: After Six Months, Marino And Barletta Stick Close To Party",The Times - Tribune
45,45,Anonymous,"Jun 24, 2011",Opinion,324,"There is no doubt that the mission in Afghanistan also is about neighboring Pakistan. That was demonstrated in the brilliant mission to find and kill Osama bin Laden in Pakistan, which was launched from Afghanistan. And it's even more important as a politically fragile but nuclear-armed Pakistan wards off radical insurgents. The United States has a major interest in ensuring that terrorists don't go nuclear - an interest it protects from Afghanistan.",Square One In Afghanistan,The Times - Tribune
46,46,,"Aug 3, 2012",News,179,"Republican primary voters in the 11th District elected three delegates to the convention. [John R. Gordner] finished a close fourth. The 11th Congressional District encompasses nine counties, including Columbia, Montour, Luzerne and part of Northumberland.",Gordner To Be Delegate At Republican National Convention,The News - Item
47,47,Anonymous,"Jul 09, 2011",Opinion,488,"I just read Mr. Bower's letter to the editor. Funny, he doesn't address red-shirting or sweeping under the rug the indiscretions of the star football players. I also read that it doesn't cost Mount Carmel to red-shirt. Well, it costs so much for 12 years of education or it costs so much for 13 years of education. An extra year costs more money. [Casey Anthony] found not guilty of any charges? Poor little [Caylee], and may God bless that little angel. The mom is going to go out partying and dancing now. Frog's take: She might want to lay low for awhile, a long while.",Sound Off 07-10-11,The News - Item
48,48,"KRAWCZENIUK, BORYS","Aug 30, 2011",News,418,"""The problem is we haven't been in the horse-race game,"" said [Rick Santorum], who lost badly in his bid for a third Senate term in 2006 to Democrat Bob Casey. ""The horse race game tends to look at one thing: money. And if you have money you're a viable candidate, if you don't have money you're not. And right now, we don't, but at the same time they (pundits) were saying I didn't have a chance before I even tried to raise money."" ""I wished him well; I told him I've been following him from afar,"" [Lynette Villano] said. ""At this point everybody has a chance.""",Presidential Hopeful Santorum Stumps In Region,Standard - Speaker
49,49,,"Mar 15, 2012",Opinion,612,"We are leading into troubled times and I'm not speaking of December 2012. I don't know what's going to happen there. There is a good chance that the polar (magnetic poles) are going to switch. The whales and birds have lost their heading for the past few years. Maybe it's good insofar as the war talk will settle some what. Our darling president will not come right out and say that he will or will not give the Israeli people what they are asking for ""We have your back."" Give them what they are asking for, then ""little Hitler"" in Iran will shut up for awhile. They are not asking for boots on the ground. They can do their own fighting. Case in point - The Six Day War! Have you read the 12th chapter of Genesis, verse 3 ""God told Abram (he wasn't Abraham yet) I will bless those who bless you and curse those who curse you?""",Think Before You Vote,Standard - Speaker
50,50,"KRAWCZENIUK, BORYS","Jul 22, 2011",News,599,"Lou Barletta, R-11, Hazleton, and Tom Marino, R-10, Lycoming Twp., all favor Republican plans to cut spending next year by a set amount and cap future spending and an amendment requiring a balanced federal budget before raising the debt limit.",GOP Reps Blast Obama On Debt Limit,The Daily Review
51,51,,"Oct 7, 2012",Opinion,759,"is for Newsweek and Niall Ferguson, who wrote an unforgiving cover story lamenting an Obama second term: ""Welcome to Obama's America,"" where nearly half of the U.S. doesn't pay federal taxes and where at least one person in that same household receives an entitlement. Like John Edwards said in 2008, we are ""two Americas"" with half paying, the other half receiving. ""That's all right, all of you know who I am,"" President Obama joked during a speech in Pittsburgh when the presidential seal fell off his podium. Rather than make a self-deprecating joke, he made a self-inflating one, implying that the office mattered less than the man. ""You know, I actually believe my own bull----,"" Obama told Richard Wolffe who wrote ""Renegade: The Making of a President."" Obama nixed NASA's manned mission to Mars, saying the U.S. can't always be the leader as we surrender space to China and Russia. Moreover, NASA Administrator Charles Bolden says the ""foremost mission of NASA is now Muslim outreach."" Like Casey said, ""You can look it up.""","NOP(e), Not Again",The News - Item
52,52,,"Oct 16, 2012",Opinion,358,"The article about racial bias fueling Obama's foes is absolutely ludicrous. The Democratic Party has to continue to play the race card. Aren't they able to understand that some people just don't like Barack Obama because of his policies and because he's a bad president? This is ridiculous having racial bias as an argument that some people don't like our president. It's insulting to conservatives. Hey, Shenandoah, you should know by now the laws don't apply in that town from the police to the borough to the school district. They all do what they want and get away with it. It's like the Wild West up there in Shenandoah.","Thunder/Enlightning, Oct. 16, 2012",Republican & Herald
53,53,"Krawczeniuk, Borys","Jan 25, 2012",News,576,"""I think the voters are looking for an alternative,"" said G. Terry Madonna, Ph.D., director of the poll. ""I don't know that they've found one yet."" ""The president's political condition in the state has improved,"" Madonna said. ""It has improved slightly, not dramatically. The president is now in a position where he can win the state or he could lose the state. He's in that kind of middle ground where he's done better, he leads in the polls, but there's still nagging problems that the voters have."" ""This state looks like it's going to be close, even though he has a big lead right now, that's the nature of what's going on"" with the Republican presidential candidates regularly ""chewing each other up,"" Madonna said.",New Poll Produces Mixed Results For Obama,Citizens' Voice
