,author,date,word_count,abstract,headline,source
96,"Fuhrmans, Vanessa","May 23, 2011",717, [...] a growing number of auto executives argue that hydrogen is the ultimate alternative to fossil fuels and that its moment is closer than ever.,"Tomorrow's Transport (A Special Report) --- Hydrogen Fuel Cells Are Down, but Perhaps Not Out",The Wall Street Journal
97,"Bussey, John","Feb 2, 2011",799, The new initiatives -- shaped by rising nationalism and a belief that foreign companies unfairly dominate key technologies -- range from big investments in national industries to patent laws that favor Chinese companies and mandates that essentially require foreign companies to transfer technology to China if they hope to sell in that market.,"Analysis: U.S. Firms, China Are Locked In Major War Over Technology",The Wall Street Journal
98,"Williamson, Elizabeth","May 17, 2011",456," Obama administration officials issued an ultimatum Monday, saying they wouldn't submit the trade deals for congressional approval until the GOP agrees to renew the expired Trade Adjustment Assistance program, for workers idled by foreign competition.",U.S. News: Trade Pacts Tied to Worker Aid,The Wall Street Journal
99,"O'Grady, Mary Anastasia","Aug 8, 2011",845," In a democracy, opinions are part of free speech and the president's attorney never showed that the columnist had lied. [...] the government has classified most documents related to the incident, and a report from the military command that says that Mr. Correa gave the order to fire was not permitted as evidence in the case.",Obama Gives Ecuador's Caudillo a Pass,The Wall Street Journal
100,"Meckler, Laura","Aug 4, 2011",682," Killing the subsidy will affect about 1.5 million students, said Terry Hartle, senior vice president of the American Council on Education, a Washington-based advocacy group that represents university executives.",U.S. News: College Grants Spared From Spending Cuts,The Wall Street Journal
101,"Barnes, Julian E","Sep 20, 2011",613,,U.S. News: 'Don't Ask' Policy Draws to a Close,The Wall Street Journal
102,Anonymous,"Feb 14, 2011",713," A one-way ticket from San Francisco to Los Angeles will cost about $190, which means more people will choose to fly. Because of uncertainty over costs and ridership forecasts, private equity firms say they won't invest without a revenue guarantee, i.e., an operating subsidy.",Runaway Trains,The Wall Street Journal
103,"Dagher, Sam","Apr 6, 2011",437," In the downtown area and central square, the scene of antiregime protests and then pitched battles in early March, members of the security forces and regime loyalists guarded damaged and gutted buildings.",World News -- Reporter's Journal: An Uneasy Calm --- Regime's Victory Leaves a Town Divided,The Wall Street Journal
104,"Talley, Ian; Davis, Bob; Dean, Jason","Jan 22, 2011",574," [...] U.S. officials say, China noted in talks the relationship between the exchange rate and its broader goal of transforming its economic development model.",Hu's Visit to the U.S.: U.S. Sees Shift in Tone on Yuan,The Wall Street Journal
105,"Bravin, Jess; Johnson, Keith","Apr 26, 2011",851," [...] despite an executive order directing Guantanamo's closure, the administration quickly lost ground to political opponents, who cited fears of terrorism to argue against releasing detainees who had been cleared or relocating others to detention on the mainland U.S. This is not going to be a game-changer. The public already has the sense this is a very messy and unreliable process, said Eugene R. Fidell, a research scholar at Yale Law School and president of the independent National Institute of Military Justice, which has filed friend of the court briefs challenging aspects of U.S. detention policies.",U.S. News: Leaked Reports Show Gitmo Dilemma,The Wall Street Journal
106,"Bendavid, Naftali; Paletta, Damian","Feb 25, 2011",973," Guiding the agencies is a 1981 Justice Department interpretation of a law called the Antideficiency Act, which said the only government activities allowed in the absence of a funding plan are those connected to ""the safety of human life or the protection of property."" A 1981 White House memo outlined activities that would likely be exempted in a government shutdown, including medical care, air-traffic control, border protection and activities key to the safe use of food and drugs.",U.S. News: Shutdown Preparations Begin,The Wall Street Journal
107,"Mattioli, Dana","Jan 27, 2011",580," Many chief executives reacted skeptically to President Barack Obama's offer to lower the corporate-tax rate and foster U.S. job growth, but some said they appreciated the president's changed tone toward business during his State of the Union address. Since the November elections, in which Democrats lost the House majority, Mr. Obama has worked to appeal to the political center -- and to business.",U.S. News: Executives Skeptical Obama Can Deliver,The Wall Street Journal
108,Anonymous,"Feb 14, 2011",274," The budget calls for spending cuts and tax hikes that would slice about 14% of some $8 trillion in federal deficits that would occur over the next 10 years, and estimates the gap will narrow to $1.1 trillion next year.",World-Wide,The Wall Street Journal
109,Anonymous,"Jan 12, 2011",356, [...] the revenue increase is a reminder that the only sustainable cure for deficits is more rapid economic growth and the revenues that flow from it.,Revenues Are Rising,The Wall Street Journal
110,"Zhang, Yajun; Gao, Eliot","Feb 18, 2011",319," China said Thursday it wants the U.S. to make its national-security reviews of investments more transparent, following news earlier this week of concerns surrounding an acquisition by China's Huawei Technologies Co. Commerce Ministry spokesman Yao Jian's comments at a regular news briefing came after the Chinese telecommunications maker said Tuesday it had been told by a U.S. panel it should divest itself of 3Leaf Systems, a small American technology company it bought in May.",Corporate News: China Criticizes U.S. Review of Sensitive Deals,The Wall Street Journal
111,"Cheng, Jonathan; Lahart, Justin","Jun 2, 2011",982," The White House had hoped that a more robust recovery would take hold this summer, preparing the ground for steady growth and declining unemployment during next year's election season. The danger for the White House is Republicans will seize on continuing sluggishness to argue that the administration's measures to rev up the economy swelled the budget deficit without producing results.","Economic Outlook Darkens --- Markets Stumble as Factories, Hiring Slow Down; Biggest Drop in Stocks in a Year",The Wall Street Journal
112,"Henninger, Daniel","Jan 6, 2011",855," The spending reforms that Speaker John Boehner and his counterinsurgency lieutenants have proposed -- spending reductions to offset any mandatory increases or stated budget limits for the current fiscal year -- are terrific. [...] the Constitution is ambiguous on how to divide this authority, and the Supreme Court, in coin-flip decisions, has sided with Congress.",Congress's Broken Windows,The Wall Street Journal
113,Anonymous,"Aug 17, 2011",816," Mr. Buffett is repeating his now familiar argument this week, coinciding with Mr. Obama's Midwestern roadtrip on the economy. Since the media are treating Mr. Buffett as a tax oracle, let's take a closer look at some of the billionaire's intellectual tax dodges. --",Warren Buffett's Tax Dodge,The Wall Street Journal
114,"Ajami, Fouad","Aug 15, 2011",1085," Old Man Assad had laid down the principle of Syria's indispensability to the order and the peace of the region. [...] were the Syrians given a green light for the conquest of Lebanon in 1990-91, a reward for assisting the U.S. in the first war with Iraq.",The Arab World Condemns Syria's 'Killing Machine',The Wall Street Journal
115,Anonymous,"Mar 12, 2011",780, MARYLAND Gay-Marriage Bill Dies With No Final Vote The effort to legalize gay marriage in Maryland died for the year Friday after supporters said they could not find enough votes to pass the measure in the House.,U.S. News: U.S. Watch,The Wall Street Journal
116,"Solomon, Jay; Malas, Nour","Sep 29, 2011",679," The groups, which presented their petition at a news conference in Washington, include the Syrian Revolution General Commission, a grass-roots body working among activists inside Syria; the Damascus Declaration of leading Syrian dissidents; the Syrian branch of the Muslim Brotherhood; and the Syrian Emergency Task Force, made up of Syrian-American activists.","World News: Syria Opposition Seeks No-Fly Zone --- Anti-Assad Groups Call for Outside Aid, Arms Embargo, but Draw Tepid Response",The Wall Street Journal
