,abstract,author,blog,headline,id,keywords,lead_paragraph,news_desk,pub_date,seo_headline,snippet,source,url,word_count
27,,CATHERINE RAMPELL,[],Latest Jobs Report Shows Persistent Economic Growth,5093c10b95e998af7118ada0,"[{u'rank': u'5', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'6', u'name': u'organizations', u'value': u'Bureau of Labor Statistics'}, {u'rank': u'3', u'name': u'subject', u'value': u'Unemployment'}, {u'rank': u'1', u'name': u'subject', u'value': u'Labor and Jobs'}, {u'rank': u'4', u'name': u'subject', u'value': u'United States Politics and Government'}, {u'rank': u'2', u'name': u'subject', u'value': u'United States Economy'}]","The Labor Department’s last pre-election figures showed 171,000 jobs added in October. Unemployment edged up to 7.9 percent.",Business Day / Economy,2012-11-03T00:00:00Z,Modest Jobs Growth in Final Report Before Election,"The Labor Department’s last pre-election figures showed 171,000 jobs added in October. Unemployment edged up to 7.9 percent.",The New York Times,http://www.nytimes.com/2012/11/03/business/economy/us-added-171000-jobs-in-october.html,1156
28,,NICHOLAS CONFESSORE and DEREK WILLIS,[],Super PACs Provide Last-Minute Rush of Campaign Spending,50948b4895e998af7118b07a,"[{u'rank': u'3', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'2', u'name': u'subject', u'value': u'Political Action Committees'}, {u'rank': u'1', u'name': u'subject', u'value': u'Political Advertising'}, {u'rank': u'4', u'name': u'subject', u'value': u'Campaign Finance'}]","New “super PACs” have sprung up in the last days of the race, buying up advertising and exploiting a loophole that keeps their donors anonymous until long after votes are counted.",U.S. / Politics,2012-11-03T00:00:00Z,New Super PACs Add to Last-Minute Rush of Spending,"New “super PACs” have sprung up in the last days of the race, buying up advertising and exploiting a loophole that keeps their donors anonymous until long after votes are counted.",The New York Times,http://www.nytimes.com/2012/11/03/us/politics/new-super-pacs-add-to-last-minute-rush-of-spending.html,999
29,,DAMON WINTER,[],"A Face More Careworn, a Crowd Less Joyful",509470e095e998af7118b036,"[{u'rank': u'3', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'2', u'name': u'subject', u'value': u'Presidential Election of 2008'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'subject', u'value': u'Presidents and Presidency (US)'}]",The 2008 campaign offered voters a once-in-a-lifetime chance to make history. This year that offer is not on the table.,U.S. / Politics,2012-11-03T00:00:00Z,"For Obama, a Face More Careworn, a Crowd Less Joyful",The 2008 campaign offered voters a once-in-a-lifetime chance to make history. This year that offer is not on the table.,The New York Times,http://www.nytimes.com/2012/11/03/us/politics/for-obama-a-face-more-careworn-a-crowd-less-joyful.html,1133
30,,JOHN HARWOOD,[],Campaigns Have Strategy for Couples Who Disagree,5094695895e998af7118b01c,"[{u'rank': u'5', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'6', u'name': u'glocations', u'value': u'Ohio'}, {u'rank': u'3', u'name': u'subject', u'value': u'Political Advertising'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'7', u'name': u'glocations', u'value': u'Virginia'}, {u'rank': u'2', u'name': u'subject', u'value': u'Marriages'}]",Discussions between spouses are considered as persuasive as television ads for undecided voters in the presidential campaign’s final weekend.,U.S. / Politics,2012-11-03T00:00:00Z,Campaigns Have Strategy for Disagreeing Couples,Discussions between spouses are considered as persuasive as television ads for undecided voters in the presidential campaign’s final weekend.,The New York Times,http://www.nytimes.com/2012/11/03/us/politics/campaigns-have-strategy-for-disagreeing-couples.html,1139
31,,JACKIE CALMES,[],What Romney Has Said Offers Clues if He Wins,509494b495e998af7118b088,"[{u'rank': u'5', u'name': u'subject', u'value': u'Economic Conditions and Trends'}, {u'rank': u'3', u'name': u'subject', u'value': u'Federal Budget (US)'}, {u'rank': u'2', u'name': u'subject', u'value': u'United States Economy'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'persons', u'value': u'Romney, Mitt'}]",A look at Mitt Romney’s reaction to the economic crisis provide a sense of how he might have responded had he been president and how he might approach policy should he be elected.,U.S. / Politics,2012-11-03T00:00:00Z,What Romney’s Words Tell Us If He’s Elected,A look at Mitt Romney’s reaction to the economic crisis provide a sense of how he might have responded had he been president and how he might approach policy should he be elected.,The New York Times,http://www.nytimes.com/2012/11/03/us/politics/what-romneys-words-tell-us-if-hes-elected.html,1237
32,,NATE SILVER,[],Simple Case for Saying That Obama Is Favored,5094bba895e998af7118b0c1,"[{u'rank': u'4', u'name': u'glocations', u'value': u'Ohio'}, {u'rank': u'2', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'5', u'name': u'subject', u'value': u'Polls and Public Opinion'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'3', u'name': u'persons', u'value': u'Obama, Barack'}]","To argue that President Obama is not favored to win on Tuesday, a case has to be made for why the polls should not be taken at face value.",U.S. / Politics,2012-11-03T00:00:00Z,The Simple Case for Saying Obama Is the Favorite,"To argue that President Obama is not favored to win on Tuesday, a case has to be made for why the polls should not be taken at face value.",The New York Times,http://www.nytimes.com/2012/11/03/us/politics/the-simple-case-for-saying-obama-is-the-favorite.html,597
33,"David Axelrod, Pres Obama’s longtime strategist, is leading a grittier fight than in 2008 in his final campaign with his friend; he has been an important force driving combativeness of Obama's campaign, embodying how their hope to change system has given way to more traditional reliance on partisan muscle.",JIM RUTENBERG,[],The Man Who Wields a Lead-Weighted Beanbag for Obama,5093496495e998af7118acbb,"[{u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'1', u'name': u'subject'}, {u'value': u'Obama, Barack', u'is_major': u'N', u'rank': u'3', u'name': u'persons'}, {u'value': u'Axelrod, David', u'is_major': u'Y', u'rank': u'2', u'name': u'persons'}]","David Axelrod, President Obama’s longtime strategist, is leading a grittier fight in this, his final campaign with his friend. “There are no ingénues in this battle,” Mr. Axelrod said.",National,2012-11-02T00:00:00Z,Axelrod Sets More Combative Tone for Obama in 2012,"David Axelrod, President Obama’s longtime strategist, is leading a grittier fight in this, his final campaign with his friend. “There are no ingénues in this battle,” Mr. Axelrod said.",The New York Times,http://www.nytimes.com/2012/11/02/us/politics/axelrod-sets-more-combative-tone-for-obama-in-2012.html,1073
34,"“New York City Mayor Michael R Bloomberg offers surprise endorsement for Pres Obama, citing Hurricane Sandy as being determinative in his decision;” although Bloomberg has been sharply critical of both Obama and Mitt Romney, he says he has decided that Obama is better candidate to tackle global climate change that he believes contributed to violent storm.",RAYMOND HERNANDEZ,[],"Bloomberg Backs Obama, Citing Fallout From Storm",5092c85895e998af7118aadc,"[{u'value': u'Endorsements', u'is_major': u'Y', u'rank': u'5', u'name': u'subject'}, {u'value': u'Global Warming', u'is_major': u'Y', u'rank': u'6', u'name': u'subject'}, {u'value': u'Bloomberg, Michael R', u'is_major': u'Y', u'rank': u'3', u'name': u'persons'}, {u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'1', u'name': u'subject'}, {u'value': u'Hurricane Sandy (2012)', u'is_major': u'Y', u'rank': u'2', u'name': u'subject'}, {u'value': u'Obama, Barack', u'is_major': u'N', u'rank': u'4', u'name': u'persons'}]","Mayor Michael R. Bloomberg, an independent, said climate change may have been a factor in Hurricane Sandy and he believed President Obama was the best candidate to tackle the issue.",Metro,2012-11-02T00:00:00Z,"Bloomberg Endorses Obama, Citing Climate Change","Mayor Michael R. Bloomberg, an independent, said climate change may have been a factor in Hurricane Sandy and he believed President Obama was the best candidate to tackle the issue.",The New York Times,http://www.nytimes.com/2012/11/02/nyregion/bloomberg-endorses-obama-saying-hurricane-sandy-affected-decision.html,1327
35,"Study by University of Michigan professor Justin Wolfers and Microsoft economist David Rothschild finds over past 60 years, asking people who was likely to win presidential elections has been better guide to outcome than asking whom they were voting for.",DAVID LEONHARDT,[],A Different Poll Question: Who Do You Think Will Win?,5092a8fc95e998af7118aa5b,"[{u'value': u'Polls and Public Opinion', u'is_major': u'Y', u'rank': u'1', u'name': u'subject'}, {u'value': u'Presidential Elections (US)', u'is_major': u'Y', u'rank': u'3', u'name': u'subject'}, {u'value': u'Presidential Election of 2012', u'is_major': u'N', u'rank': u'2', u'name': u'subject'}, {u'value': u'Wolfers, Justin', u'is_major': u'N', u'rank': u'4', u'name': u'persons'}]","Over the last 60 years, asking people who was likely to win has been a better guide to the outcome of the presidential race than asking whom they were voting for, a study found.",National,2012-11-02T00:00:00Z,A Better Poll Question to Predict the Election,"Over the last 60 years, asking people who was likely to win has been a better guide to the outcome of the presidential race than asking whom they were voting for, a study found.",The New York Times,http://www.nytimes.com/2012/11/02/us/politics/a-better-poll-question-to-predict-the-election.html,1065
36,,ASHLEY PARKER,[],Romney Advance Team Works Every Angle in Pursuit of Visual Perfection,50930f4095e998af7118ac1e,"[{u'rank': u'2', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}]","For Mitt Romney’s team, producing Hollywood-caliber events with a fraction of a film director’s time and budget has required a lot of hard work and a gift for anticipating trouble.",U.S. / Politics,2012-11-02T00:00:00Z,Romney’s Advance Team Tirelessly Pursues Perfection,"For Mitt Romney’s team, producing Hollywood-caliber events with a fraction of a film director’s time and budget has required a lot of hard work and a gift for anticipating trouble.",The New York Times,http://www.nytimes.com/2012/11/02/us/politics/romneys-advance-team-tirelessly-pursues-perfection.html,1128
37,,JEREMY W. PETERS,[],"In Shift, Romney Campaign Approaches Pennsylvania With a New Urgency",50933f8295e998af7118aca6,"[{u'rank': u'5', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'6', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'3', u'name': u'subject', u'value': u'Political Action Committees'}, {u'rank': u'2', u'name': u'subject', u'value': u'Political Advertising'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'7', u'name': u'glocations', u'value': u'Pennsylvania'}, {u'rank': u'4', u'name': u'organizations', u'value': u'Republican Party'}]",Mitt Romney’s campaign and his supporters are investing millions of dollars in ads in a last-minute effort to sway voters in certain key demographics.,U.S. / Politics,2012-11-02T00:00:00Z,"In Shift, Romney Campaign Makes Push in Pennsylvania",Mitt Romney’s campaign and his supporters are investing millions of dollars in ads in a last-minute effort to sway voters in certain key demographics.,The New York Times,http://www.nytimes.com/2012/11/02/us/politics/in-shift-romney-campaign-makes-push-in-pennsylvania.html,987
38,,TRIP GABRIEL,[],"In Wisconsin, Real Battleground Is Rural",5093482195e998af7118acb8,"[{u'rank': u'5', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'8', u'name': u'organizations', u'value': u'Democratic Party'}, {u'rank': u'6', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'3', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'2', u'name': u'subject', u'value': u'Voting and Voters'}, {u'rank': u'1', u'name': u'glocations', u'value': u'Wisconsin'}, {u'rank': u'7', u'name': u'organizations', u'value': u'Republican Party'}, {u'rank': u'4', u'name': u'subject', u'value': u'Polls and Public Opinion'}]",The presidential election in this swing state hangs in an area where the electorate is prone to shifting between red and blue.,U.S. / Politics,2012-11-02T00:00:00Z,,The presidential election in this swing state hangs in an area where the electorate is prone to shifting between red and blue.,The New York Times,http://www.nytimes.com/2012/11/02/us/politics/in-wisconsin-real-battleground-is-rural.html,853
39,,MICHAEL D. SHEAR and MARK LANDLER,[],"After Storm Hiatus, Presidential Race Is Back in Full Swing",509277ca95e998af7118a9b0,"[{u'rank': u'3', u'name': u'persons', u'value': u'Obama, Barack'}, {u'rank': u'1', u'name': u'subject', u'value': u'Presidential Election of 2012'}, {u'rank': u'4', u'name': u'persons', u'value': u'Romney, Mitt'}, {u'rank': u'2', u'name': u'subject', u'value': u'Hurricane Sandy (2012)'}]",The campaigns roared back to life with urgent closing arguments and a flurry of cross-country rallies as Mitt Romney raced to overtake President Obama in the election’s final 100 hours.,U.S. / Politics,2012-11-02T00:00:00Z,"Storm-Imposed Intermission Over, Both Campaigns Rush Back Onto Stage",The campaigns roared back to life with urgent closing arguments and a flurry of cross-country rallies as Mitt Romney raced to overtake President Obama in the election’s final 100 hours.,The New York Times,http://www.nytimes.com/2012/11/02/us/politics/after-storm-hiatus-presidential-race-is-back-in-full-swing.html,1048
