,author,date,section,word_count,abstract,headline,source,subjects
71,Ching-Ching Ni,"May 23, 2011",LATExtra; Part AA; Metro Desk,1001," According to the latest census, Asian Americans now make up 15.5% of California's population. In 2009, Yee, whose Mandarin name is Yu Yin Liang, got a bill through the Legislature that would have required candidates to use phonetic transliterations of their names in election materials printed in character-based scripts such as Chinese, Japanese and Korean -- unless they could prove they already had established character-based names, either given to them at birth or in regular use for at least two years.",Candidates get into characters; Office seekers of all ethnicities can use Chinese words when translating names for the ballot.,Los Angeles Times,"Asian Americans, Voting Rights Act, Legislation, Elections -- California, Candidates, Names"
72,"Gold, Matea; Hamburger, Tom; Mehta, Seema","Jun 19, 2011",Main News; Part A; National Desk,1115," The Hatch Act places limits on partisan political activity by federal employees, including politically appointed ambassadors. The effort to pave the way for a Huntsman presidential campaign apparently began in late September 2010, when Weaver and a trio of Huntsman allies -- including Scott Anderson, chief executive of Zions Bank -- set up Horizon PAC, a Utah-based political action committee.","THE NATION; The instant campaign; As an ambassador, Jon Huntsman was barred from politics, but his allies at home weren't.",Los Angeles Times,"Graduations & commencements, Committees, Political action committees--PAC, Political finance, Politics, Federal employees"
73,"Cloud, David S","Sep 7, 2011",Main News; Part A; Foreign Desk,975," The Obama administration is considering leaving about 3,000 American troops in Iraq after this year, rejecting more ambitious Pentagon options that would have deployed 10,000 or more military personnel, two U.S. officials said Tuesday.","U.S. may leave 3,000 troops in Iraq; White House wants any force that might stay to train security personnel to be very small, officials say.",Los Angeles Times,"Military personnel, Violence, Iraq War-2003, Armed forces"
74,"Rainey, James","Mar 23, 2011",Calendar; Part D; Entertainment Desk,1168," With more than 270,000 unique visitors and 360,000 page views a month, the site has grown enough that the student and faculty leaders talk about competing with mainstream media outlets like KCET, the public television station, which reports just under 260,000 page views a month, although using a different measurement system. UC Berkeley's Graduate School of Journalism, for instance, has partnered with the new nonprofit news site Bay Citizen to help provide coverage in the Bay Area.",ON THE MEDIA; Journalism 2.0 @NeonTommy,Los Angeles Times,"Students, College students, Newspapers, Web sites, Journalism schools, News media"
75,"Hsu, Tiffany","Mar 11, 2011",Business; Part B; Business Desk,1056, The latest surge in oil prices may help the renewable energy industry reach a turning point after years of boom-and-bust cycles long dictated by the rise and fall in gas prices. [...] the renewable energy industry has compiled a stable of high-profile supporters.,"ENVIRONMENT; As oil prices shoot up, so does interest in green energy; The crisis is called a 'teachable moment' for solar, wind and biofuel alternatives.",Los Angeles Times,"Price increases, Crude oil prices, Research & development--R&D;, Economic development, Petroleum industry, Alternative energy sources, Prices, Renewable resources, Energy policy"
76,"Simon, Richard","Jun 20, 2011",Main News; Part A; National Desk,898," The Reducing Barack Obama's Unsustainable Deficit Act (it died in the last session); the Big Oil Welfare Repeal Act (it has languished in committee); and the Reversing President Obama's Offshore Moratorium Act (it passed the Republican-run House, but even if approved by the Democratic-controlled Senate is unlikely to get you-know-who's signature). ""If Republicans can take a silly name like the Repealing the Job-Killing Health Care Law Act and make it stick, they've helped communicate its meaning and importance to audiences they're trying to reach,"" said Jim Harper, the Cato Institute's director of information policy studies, whose blog WashingtonWatch.com tracks legislation.","COLUMN ONE; Putting hot air up for a vote; Bills in Congress once had simple titles like the Homestead Act. No more. These days, they're crafted with shameless bombast.",Los Angeles Times,"Politics, Bills, Legislators, Federal legislation"
77,"Marosi, Richard","Feb 5, 2011",Main News; Part A; Metro Desk,1228," Most arrests are of illegal immigrants with deportation orders and drunk-driving records, but gang members and sex and drug offenders have also been snared and deported. Since the pair of ICE agents moved into police headquarters, the pilot program, which was recently made permanent, has been hailed by many as a welcome expansion of federal authority.","U.S., city team up to oust illegal immigrants",Los Angeles Times,"Deportation, Immigration policy, Aliens, Criminals, Law enforcement"
78,"Christensen, Kim","Apr 30, 2011",LATExtra; Part AA; Metro Desk,611," ""If I don't enjoy what I'm writing I put it in the wastebasket,"" Cleary, in her mid-90s, said in a video presentation. Because if I don't enjoy writing it, why would anybody enjoy reading it?"" Powell's Books, a Portland, Ore., landmark founded in 1971, was noted for being ""an innovator all along.",Times honors authors,Los Angeles Times,"Writers, Book awards"
79,,"Oct 21, 2011",Main News; Part A; Letters Desk,1197,,LETTERS,Los Angeles Times,
80,"Puzzanghera, Jim; Beale, Lauren","Oct 21, 2011",Business; Part B; Business Desk,825," Sandra Miller, a broker at Engel & Volkers in Santa Monica, an international real estate firm that caters to foreign clients, said foreigners account for about 10% of the luxury market. The bipartisan proposal, part of a package that also would make it easier for international tourists to visit the U.S., is similar to an existing program that puts foreigners on a fast track to a green card if they invest at least $500,000 in an American business that creates at least 10 jobs.","REAL ESTATE; Buy a pricey home, get a U.S. visa?; A bipartisan Senate bill aims to attract more foreigners to the housing market.",Los Angeles Times,"Passports & visas, Real estate sales"
81,"Puzzanghera, Jim; Sarno, David","Mar 29, 2011",Business; Part B; Business Desk,1129," [...] complaints are leading Apple to become more engaged in Washington. Since its dramatic growth began in 2003 -- the value of its shares has skyrocketed to more than $300 billion from $2.5 billion -- the Cupertino, Calif., company has more than tripled its federal lobbying expenses to $1.6 million last year.",TECHNOLOGY; Lobbying by Apple on the rise; Tech giant may have to raise its profile further as it attracts antitrust scrutiny.,Los Angeles Times,"Lobbying, Campaign contributions, Computer industry, Antitrust, Business government relations"
82,Anonymous,"Jan 27, 2011",Main News; Part A; National Desk,317," The Republican-controlled House voted Wednesday to end multimillion-dollar federal subsidies for presidential candidates and national political conventions, the first of what party leaders said would be weekly measures to attack record federal deficits.",House votes to cut off federal subsidies for candidates,Los Angeles Times,"Presidential elections, Political campaigns"
83,Anonymous,"May 5, 2011",Main News; Part A; Editorial Desk,488," [...] conflicting statements from the White House about whether Osama bin Laden was armed during the raid on his compound raise the question of whether the United States ever intended to do anything other than kill him, and if not, whether we should find that troubling. [...] it is what it is.",Gunning for Bin Laden; Did the U.S. ever intend to do anything other than kill the Al Qaeda leader?,Los Angeles Times,"Criminal justice, Editorials -- Bin Laden, Osama, Raids, Terrorism, Special forces, Assassinations & assassination attempts"
84,"Murphy, Kim","May 30, 2011",Main News; Part A; National Desk,968," After walking through chillingly empty vistas of twisted rubble and shards of homes, President Obama drew wild cheers from this conservative town when he pledged to help rebuild from last week's crippling tornado. Later Sunday, as the one-week anniversary of the brief but vicious storm arrived at 5:41 p.m., officials declared a moment of silence from a site near the city's ravaged hospital, St. John's Regional Medical Center.",Obama pledges to stand by Joplin; The tornado-ravaged Missouri city shows its resilience during a presidential visit.,Los Angeles Times,"Memorial services, Tornadoes, Disaster recovery"
