,author,date,section,word_count,abstract,headline,source,subjects
66,"Lee, Don","Nov 3, 2012",Main News; Part A; Business Desk,1253," Nonetheless, the report, along with other recent indicators showing improvements in the housing market and consumer confidence, does suggest smoother sailing for whoever wins -- though the looming possibility of a sudden increase in taxes and reduction in government spending come Jan. 1 continues to act as a drag on the economy.",Jobs report arouses new optimism; October data show steady growth and suggest a smoother road for whoever wins the presidency.,Los Angeles Times,"Economic conditions, Job creation, Unemployment, Tax increases, Recessions, Stock prices, Economic recovery, Government spending"
67,"Barabak, Mark Z","Sep 4, 2012",Main News; Part A; National Desk,802," In 2005, California voters spanked Gov. Arnold Schwarzenegger, rejecting a series of ballot measures he had promoted to change state government and shake up the public education system. [...]Schwarzenegger's comeback from political disaster seems instructive as Democrats start their national convention here Tuesday and could help explain why the presidential race is so close despite vital signs -- the incumbent's middling approval ratings, the sour mood of the public, widespread economic anxiety -- that should put President Obama at a much deeper disadvantage.",DEMOCRATIC NATIONAL CONVENTION; CAMPAIGN 2012: NEWS ANALYSIS; Reelection and voters' willingness to forgive; What the president might learn from Schwarzenegger's comeback after his 2005 ballot debacle.,Los Angeles Times,"Presidential elections, Political campaigns, Political conventions"
68,"Baxter, Kevin","Jul 20, 2012",Sports; Part C; Sports Desk,1263," The players and their silver medals got a heroes' welcome in New York, made the rounds of the television talk shows and got to play soccer on the White House lawn with First Lady Michelle Obama.","2012 LONDON OLYMPICS :: 7 days to summer games; A striking goal; Abby Wambach, a leader of U.S. women's soccer team that has accomplished much, aims to help it rise higher still. That would mean a third straight gold.",Los Angeles Times,"Soccer, Tournaments & championships, Athletes, Olympic games"
69,"Savage, David G","Sep 30, 2012",Main News; Part A; National Desk,1377," The Supreme Court is not on the ballot in November, but its future direction on issues such as abortion, gay rights, gun rights, voting laws and the role of money in politics depends on who is elected president for the next four years. After the California Supreme Court ruled for gay marriage in 2008, opponents put on the ballot and won approval for Proposition 8, which amended the state's Constitution and restricted marriage to the union of a man and a woman.",Pivotal election for the high court; Future appointments by Obama or Romney could tilt the balance on major issues.,Los Angeles Times,"Presidential elections, Supreme Court decisions, Political campaigns"
70,"Bengali, Shashank; Serrano, Richard A","Oct 18, 2012",Main News; Part A; Foreign Desk,1232," The militia commander who led the deadly raid on the U.S. mission in Benghazi is an Islamist whose fighters were also blamed for assassinating a senior military officer after he defected during last year's revolution, a senior Libyan official said. Some experts believe the Abu Obeida brigade is now part of Ansar al Sharia, an Islamist militia and social organization that disappeared from Benghazi after it was targeted in popular protests against the attack.",Libya IDs leader of attack; Militias say no arrest order has been issued in the raid on U.S. mission,Los Angeles Times,"Militia groups, Fugitives, Diplomatic & consular services, Terrorism, Criminal investigations, Armed forces"
71,"Campbell, Tom","Aug 7, 2012",Main News; Part A; Editorial Desk,827," The Congressional Budget Office recently estimated that 30 million Americans still will be left without health insurance in 2022, after the U.S. Supreme Court ruling that largely upheld President Obama's healthcare plan. In a part of the opinion that commanded seven votes of the nine on the court, both liberal and conservative justices agreed that states could not be coerced into paying for the expansion of Medicaid required by the healthcare law.",A Medicaid opportunity,Los Angeles Times,"Litigation, Supreme Court decisions, Insurance coverage, Health care expenditures, Health insurance, Costs, Medicaid, Uninsured people"
72,"Mascaro, Lisa","Jul 11, 2012",Business; Part B; Business Desk,403," [...]it is likely to run into resistance later in the week as Republicans seek to tack on more controversial amendments, including those that would repeal the nation's healthcare law or extend the tax breaks enacted during the George W. Bush administration that expire at the end of the year.",Proposed tax break advances for hiring,Los Angeles Times,"Small business, Bills, Hiring, Tax credits, Federal legislation"
73,"Willon, Phil","Nov 3, 2012",LATExtra; Part AA; Metro Desk,1195," The Republican presidential nominee has spent months criticizing Democratic President Obama for his healthcare program and for backing federal subsidies for alternative energy. Barstow voters backed Obama over Republican Arizona Sen. John McCain in the 2008 presidential race, yet voted in favor of Proposition 8 to ban gay marriage.","Battered Barstow casting a wary eye on election; High Desert residents, facing nearly 14% unemployment, see few clear choices.",Los Angeles Times,"Presidential elections, Recessions, Voter behavior, Unemployment"
74,,"Jul 10, 2012",Main News; Part A; Letters Desk,1232,,LETTERS,Los Angeles Times,
75,"Susman, Tina; Tangel, Andrew","Sep 18, 2012",Main News; Part A; National Desk,953," Protesters marked the first anniversary of Occupy Wall Street on Monday with a day of marches that choked Manhattan's financial district and led to scores of arrests but that ultimately suggested a movement missing the numbers and energy that propelled it to national prominence last year. Some protesters brought enough musical instruments for a small brass band and played ""Happy Birthday"" as handfuls of confetti rained down.",THE NATION; Protesters march back to Wall Street; Scores are arrested as Occupy activists mark the movement's first anniversary.,Los Angeles Times,"Arrests, Anniversaries, Disorderly conduct, Demonstrations & protests -- Manhattan New York"
76,"Mehta, Seema","Nov 5, 2012",LATExtra; Part AA; National Desk,869," Trying to quilt together a patchwork of states that would give him the White House, Mitt Romney ricocheted around the country Sunday, arguing that he represented true change and that reelecting the president would mean a continuation of the status quo: chronic unemployment, high energy prices and increased dependence on government. A Des Moines Register poll released Saturday showed the president ahead by 5 percentage points in Iowa.","ELECTION 2012; Final tactics underway in swing states; Romney adds a rally in Pennsylvania, a state he will likely lose, to his final stops.",Los Angeles Times,"Presidential elections, Political campaigns"
77,"Daum, Meghan","Sep 20, 2012",Main News; Part A; Editorial Desk,690," Though he began his term with a series of speeches in Europe, Latin America and the Middle East in which, according to several fact-checking sources, the words ""apology"" or ""I'm sorry"" were never once uttered, his opponents nonetheless decided to construe the trips as some sort of mea culpa (make that Americana culpa) world tour.",Romney's sorry state,Los Angeles Times,"Apologies, Presidential elections, International relations-US, Political campaigns, Political behavior"
78,"Blake, Meredith","Sep 24, 2012",Calendar; Part D; Entertainment Desk,425," Taking to the mike to accept the award for miniseries or movie, ""Game Change"" executive producer Tom Hanks sounded a bipartisan note: ""We'd like to thank our Founding Fathers for the democratic process that they came up with that has provided not only us but HBO and all the comedy series here with a plethora of material that just seems to go on and on and on.""",THE EMMYS; 'Game Change' tops this ticket; The HBO miniseries about the 2008 presidential election beats out 'Hatfields &amp; McCoys.' Julianne Moore wins for Palin portrayal.,Los Angeles Times,"Motion pictures, Gays & lesbians, Television programs -- Game Change, Actors, Emmy awards"
79,"Cloud, David S","Sep 29, 2012",Main News; Part A; Foreign Desk,1097," The White House plans to nominate Gen. Joseph F. Dunford Jr., assistant commandant of the Marine Corps, to replace Marine Gen. John Allen, who has directed U.S. and other foreign forces in Afghanistan since mid-2011, officials said.",U.S. wants 'fresh look' at Afghan war effort; New Marine general is expected to take over early next year as the combat role shrinks.,Los Angeles Times,"Military occupations, Military strategy, Alliances, Armed forces"
80,"Rivera, Carla; Goldberg, Jamie","Jul 25, 2012",LATExtra; Part AA; National Desk,485," The so-called shopping sheet is a one-page, standardized form that the administration hopes public and private colleges will adopt so that students can make side-by-side comparisons of estimated annual costs, potential loan payments after graduation, and an institution's graduation and loan default rates.",A new way to compare costs of college; White House unveils a form it's urging schools to adopt to help students choose.,Los Angeles Times,"Higher education, Consumer protection, Student financial aid, Student loans, Colleges & universities, Comparability, College students"
