,author,date,section,word_count,abstract,headline,source
966,Anonymous,"Feb 11, 2011",Opinion,207,"First, the United States government has been sending Egypt this money since 1979, as part of the Peace Treaty between Israel and Egypt. Now, I'm not saying that this money is necessarily still needed, especially considering recent circumstances, but to blame it solely on President [Barack Hussein Obama] is absurd, and quite frankly just wrong.",U.S. Has Been Subsidizing Egypt Since Days Of Jimmy Carter,Citizens' Voice
967,,"Oct 3, 2012",Opinion,398,"In the Middle East, they are chanting ""death to America."" Do you not recall hearing those words years prior to 9/11? Reports have indicated that this president has only attended approximately 38 percent of the daily security briefings at the White House. This is sad and troubling but I guess not surprising since he will leave New York ASAP after giving his speech at the U.N. but not before appearing on the TV show, ""The View.""","In Midst Of Chaos, Obama Was Appearing On TV",Standard - Speaker
968,,"Jun 16, 2012",Sports,416,"""I have a tremendous amount of respect, and not just what It takes physically,"" Bugno said. ""He's physically gifted with his speed and everything I read on him talks about how pure hitter of he is and even for the advanced A level, how advanced his swing is. That's the reason he got drafted where he did.""",Around Town 6/16/2012,The Times - Tribune
969,,"Oct 2, 2012",Opinion,1111,"This is because the Obama administration does not want the American people to realize that we are still involved in a war on terror and it is Obama's ""lead from behind"" policies in the Middle East that have emboldened militant anti-American Muslims to attack embassies and burn American flags in more than 20 countries in the Mideast and Asia.",Letters To The Editor - 10/2/2012,The Times - Tribune
970,"Scicchitano, Eric","Sep 19, 2012",News,464,"If the law is upheld, the following forms of photo ID would be acceptable: government IDs, including the free Department of State Voter ID Card and IDs for government employees at all levels; driver's license or non-driver's license, which are valid for voting purposes up to one year past the expiration date; U.S. passport; U.S. military ID; from an accredited state institution of higher education with a current expiration date; from a licensed care facility, including long-term care facilities, assisted living residences or personal care homes.",Northumberland County Political Parties Offer Voter ID Registration Help,The News - Item
971,,"Oct 15, 2012",News,538,"Speaker of the Pennsylvania House Representatives, Sam Smith (R-Punxsutawney), released the following statement upon learning of Specter's death: ""Arlen Specter was always a fighter who loved the battle over public policy.","President, Others Issue Statement On The Death Of Arlen Specter",The Daily Review
972,"Sisak, Michael R","Jul 30, 2011",News,757,"Kanjorski, a former member of the House Financial Services Committee, dismissed the high-drama surrounding the debt limit as ""artificial crisis"" propelled by partisan gamesmanship, particularly on the political fringes, where leaders are making ""foolish decisions"" with ""un-thought-out consequences.""","Kanjorski, Sestak Blame Partisanship For Stalemate",Citizens' Voice
973,Anonymous,"Jul 05, 2011",Opinion,1001,"As someone who has spent countless hours hiking through the Allegheny's back country, I find this bill to be an insult to the region. Not only does the Allegheny provide anglers with a great place to fish, it also provides families with a great atmosphere for canoeing and outdoor recreation. The region's older oak, black cherry, hemlock, and white pine forests provide hunters with ideal habitat.",Letters To The Editor - 7/6/2011,The Times - Tribune
974,"Sisak, Michael R","Nov 10, 2011",News,893,"""Hey, look. Get a good night's sleep. Study."" Paterno said. ""I'm out of it, maybe, now. A phone call put me out of it.""",Eerie Calm Settles In On Penn State Campus,Citizens' Voice
975,"KRAWCZENIUK, BORYS","Apr 25, 2012",News,847,"There is ""no real trend that you can see, but it certainly does look like more discontent,"" Dr. [G. Terry Madonna, Ph.D.] said. ""Even if they (incumbents) survive, they're barely surviving. And guess what? On the Democratic side, it's something we haven't seen. You know the angst has been more with the Tea Party on the Republican side. But it also could be an anti-Harrisburg sense that we've had now for some time since the pay hike. And Bonusgate and all that is playing into all that angst that we're seeing.""",Voters Fire Warning: Incumbents Beware,The Times - Tribune
976,,"Sep 6, 2012",Opinion,639,"Considering the freshly painted lines on Sunbury Street, I'd like to say that I was coming home from work on the other side of Ringtown the other day and came across nice, big freshly double-painted lines in a big pothole. Frog's take: At least it wasn't across a dead rodent - or amphibian, for that matter.","Sound Off Thursday, September 6, 2012",The News - Item
977,"Eddie Day Pashinski; Metcalfe, Daryl; Costa, Jay; Todd, Benjamin; Ruman, Ron; Peterkin-Bell, Desiree; Gleason, Rob","Oct 3, 2012",News,587,"""I am disappointed by today's ruling to postpone the full implementation of a commonsense reform that helps protect the sanctity of our electoral process. ... Poll after poll has shown that Pennsylvanians from both political parties overwhelmingly support voter ID legislation because, despite the empty rhetoric to the contrary, this legislation is still about ensuring one person, one vote. Our party remains committed to the citizens of the commonwealth and we will do all that we can to ensure free and fair elections.""",Ruling Reaction,Citizens' Voice
978,,"Dec 22, 2011",Opinion,389,"I have a couple questions for all Pennsylvanians: Are you satisfied with the quality of your life? If you answered ""no,"" then do you believe we deserve to have the second most expensive legislature in the nation? If you answered ""no"" again, please starting writing and calling your representatives every single day and demand that they start tightening their belts like we had to in this tough economy. They live like kings and we live like peasants, and they can go around and ask for our vote. We have to stop being stupid. Stand together and start right this wrong.",Thunder/Enlightning,Republican & Herald
979,"Singleton, David","Dec 1, 2011",News,261,"""I would not have been doing my job if I didn't bring it up,"" he said. ""I took it as high as I could. I didn't want to squander the opportunity.""",Obama Hears O'Brien's Pitch For Postal Jobs,The Times - Tribune
980,,"Apr 5, 2012",News,78,"The [Romney] campaign said the former Massachusetts governor will appear at 2:45 p.m. at Mountain Energy Services Inc., 16 Creekshore Road, Tunkhannock.",Romney To Be In NEPA Today,The Times - Tribune
981,,"Oct 21, 2012",Opinion,770,"Transparency: Obama pitched only curves, saying, ""I will open up and create more transparency in government, so spending proposals would be posted online before they ever make it to Congress. My administration is committed to creating an unprecedented level of openness in government."" Instead, Obama force-fed ObamaCare and his stimulus through a Congress in record time that never read it, much less the American public. Scholar Thomas Sowell pointed out another aspect of transparency is the Constitution's requirement that Congress pass a budget every year. The Democratic-controlled Senate has not passed a budget since Obama took office. What about Obama's transcripts? Obama and Harry Reid demand Romney's tax returns going back to the disco era, yet Obama refuses to release his college application, transcripts and visa.",The Case Against Obama,The News - Item
982,,"Oct 23, 2011",Opinion,297,"Well, I see the liberal media is already on the bandwagon crediting Obama with Moammar Gadhafi's death even though Obama had absolutely nothing to do with it. Moammar Gadhafi was killed by his own people. You know there is no shame anymore on the part of the media and there is no credibility.",Sound Off 648-2340,The News - Item
